Country,Region,Cause,year,month,fires_count,burned_area_ha,temperature_c,humidity_percent,wind_speed_kmh
Italy,Sicily,Unknown,1897,9,396,1029,26,69,32
Italy,Sardinia,Lightning,1897,8,117,83920,19,34,60
Russia,Siberia,Unknown,1897,7,79,70288,40,31,47
Russia,Far East,Deforestation,1897,10,367,72227,20,63,16
Canada,British Columbia,Climate Change,1897,9,34,53261,49,91,7
Canada,Alberta,Human,1897,8,278,71775,43,81,60
France,Corsica,Unknown,1897,10,405,59600,19,41,50
France,Provence,Climate Change,1897,9,166,8656,37,55,4
China,Yunnan,Lightning,1897,6,358,56982,35,50,22
China,Sichuan,Unknown,1897,8,143,458,15,67,25
India,Madhya Pradesh,Lightning,1897,9,487,37872,25,55,18
India,Assam,Human,1897,7,256,57269,38,23,38
Turkey,Mugla,Climate Change,1898,9,12,1407,31,40,20
Turkey,Antalya,Climate Change,1898,7,121,24942,26,25,12
Turkey,Izmir,Unknown,1898,8,9,91188,26,74,18
Spain,Catalonia,Unknown,1898,7,151,60111,46,74,56
Spain,Andalusia,Deforestation,1898,6,232,72905,47,66,24
USA,California,Human,1898,7,207,13091,31,55,54
USA,Texas,Unknown,1898,10,223,94389,18,11,36
USA,Oregon,Climate Change,1898,5,332,82135,31,85,20
Brazil,Amazonas,Climate Change,1898,10,327,68126,27,51,62
Brazil,Mato Grosso,Deforestation,1898,6,484,36288,17,58,11
Greece,Athens,Climate Change,1898,6,324,78049,30,80,67
Greece,Crete,Human,1898,5,156,81542,44,51,36
Australia,New South Wales,Lightning,1898,7,374,10603,21,34,8
Australia,Victoria,Human,1898,7,69,68999,15,19,38
Portugal,Lisbon,Climate Change,1898,9,236,78571,23,5,37
Portugal,Porto,Human,1898,7,198,15138,48,50,5
Italy,Sicily,Deforestation,1898,10,483,1481,49,76,4
Italy,Sardinia,Climate Change,1898,10,192,61488,46,38,46
Russia,Siberia,Lightning,1898,9,87,74185,31,38,17
Russia,Far East,Unknown,1898,10,192,46192,48,43,68
Canada,British Columbia,Deforestation,1898,10,124,53217,43,57,40
Canada,Alberta,Climate Change,1898,5,405,15692,27,25,20
France,Corsica,Human,1898,9,279,89500,36,35,56
France,Provence,Unknown,1898,10,78,81005,22,58,53
China,Yunnan,Lightning,1898,8,164,12245,42,57,25
China,Sichuan,Climate Change,1898,10,34,84327,37,12,13
India,Madhya Pradesh,Lightning,1898,10,294,37813,25,80,50
India,Assam,Lightning,1898,5,483,58708,43,30,19
Turkey,Mugla,Lightning,1899,10,298,22836,22,45,7
Turkey,Antalya,Climate Change,1899,9,432,55203,42,15,66
Turkey,Izmir,Deforestation,1899,7,151,53484,48,48,69
Spain,Catalonia,Climate Change,1899,8,342,91030,33,53,57
Spain,Andalusia,Lightning,1899,8,183,32541,43,37,61
USA,California,Lightning,1899,7,221,23578,37,89,22
USA,Texas,Human,1899,7,17,29896,38,15,18
USA,Oregon,Human,1899,8,435,54140,35,88,13
Brazil,Amazonas,Climate Change,1899,9,302,46068,42,45,48
Brazil,Mato Grosso,Human,1899,6,260,5455,21,17,14
Greece,Athens,Human,1899,8,35,80869,23,42,55
Greece,Crete,Climate Change,1899,10,485,27847,37,49,35
Australia,New South Wales,Unknown,1899,5,220,90987,32,7,29
Australia,Victoria,Climate Change,1899,10,496,58383,42,58,55
Portugal,Lisbon,Unknown,1899,5,360,61048,49,17,58
Portugal,Porto,Lightning,1899,5,122,10393,24,50,14
Italy,Sicily,Lightning,1899,9,106,18299,36,85,15
Italy,Sardinia,Deforestation,1899,6,167,24572,31,16,55
Russia,Siberia,Deforestation,1899,8,28,12928,39,64,66
Russia,Far East,Human,1899,8,123,19711,42,62,28
Canada,British Columbia,Human,1899,10,185,71454,48,41,7
Canada,Alberta,Lightning,1899,9,157,41092,21,61,13
France,Corsica,Climate Change,1899,7,377,21063,21,55,33
France,Provence,Human,1899,7,268,27706,22,49,60
China,Yunnan,Climate Change,1899,8,108,90406,43,32,45
China,Sichuan,Human,1899,6,8,21707,19,60,51
India,Madhya Pradesh,Unknown,1899,7,147,61315,36,21,60
India,Assam,Lightning,1899,6,496,60714,40,29,11
Turkey,Mugla,Deforestation,1900,7,305,97718,27,57,69
Turkey,Antalya,Human,1900,8,463,74318,38,58,61
Turkey,Izmir,Human,1900,5,51,90370,40,9,53
Spain,Catalonia,Human,1900,5,463,35163,41,19,62
Spain,Andalusia,Lightning,1900,6,281,27176,28,78,47
USA,California,Deforestation,1900,9,227,67393,44,10,9
USA,Texas,Unknown,1900,8,497,93518,47,85,51
USA,Oregon,Unknown,1900,7,355,14079,20,45,17
Brazil,Amazonas,Deforestation,1900,8,359,25951,40,66,12
Brazil,Mato Grosso,Deforestation,1900,9,93,63861,37,59,27
Greece,Athens,Deforestation,1900,10,264,66255,43,63,18
Greece,Crete,Lightning,1900,7,303,24920,48,12,14
Australia,New South Wales,Unknown,1900,6,12,76353,44,69,44
Australia,Victoria,Lightning,1900,5,191,93883,36,90,45
Portugal,Lisbon,Unknown,1900,5,425,22701,42,32,43
Portugal,Porto,Unknown,1900,7,473,18701,16,59,49
Italy,Sicily,Deforestation,1900,7,282,92872,43,71,14
Italy,Sardinia,Human,1900,9,14,68423,41,38,2
Russia,Siberia,Human,1900,5,97,53674,17,88,21
Russia,Far East,Deforestation,1900,9,98,3796,40,82,18
Canada,British Columbia,Unknown,1900,6,177,5056,41,86,69
Canada,Alberta,Lightning,1900,5,118,63332,40,24,11
France,Corsica,Human,1900,7,207,9356,19,69,18
France,Provence,Climate Change,1900,10,358,64603,43,72,12
China,Yunnan,Unknown,1900,7,153,22726,40,23,61
China,Sichuan,Climate Change,1900,6,44,7912,28,8,24
India,Madhya Pradesh,Lightning,1900,6,88,50674,43,12,42
India,Assam,Unknown,1900,7,116,82634,41,72,16
Turkey,Mugla,Deforestation,1901,7,425,47076,38,31,41
Turkey,Antalya,Climate Change,1901,9,168,62533,38,28,5
Turkey,Izmir,Climate Change,1901,7,294,27156,37,73,54
Spain,Catalonia,Climate Change,1901,10,173,50076,20,61,11
Spain,Andalusia,Unknown,1901,10,89,77216,17,55,48
USA,California,Deforestation,1901,8,480,85129,19,17,59
USA,Texas,Climate Change,1901,6,34,35617,39,31,52
USA,Oregon,Deforestation,1901,10,189,86611,30,26,55
Brazil,Amazonas,Deforestation,1901,9,460,15188,45,46,33
Brazil,Mato Grosso,Human,1901,7,166,97122,31,15,11
Greece,Athens,Unknown,1901,10,277,94119,39,25,66
Greece,Crete,Human,1901,5,55,77703,38,70,16
Australia,New South Wales,Lightning,1901,7,202,19556,31,38,42
Australia,Victoria,Unknown,1901,9,77,21744,17,85,64
Portugal,Lisbon,Climate Change,1901,5,80,18387,15,85,68
Portugal,Porto,Unknown,1901,6,275,85191,32,87,44
Italy,Sicily,Lightning,1901,8,423,19019,47,18,35
Italy,Sardinia,Deforestation,1901,9,251,79847,43,87,7
Russia,Siberia,Climate Change,1901,5,485,10678,15,73,28
Russia,Far East,Deforestation,1901,10,492,67491,33,80,44
Canada,British Columbia,Unknown,1901,6,93,69367,37,6,23
Canada,Alberta,Deforestation,1901,7,317,86088,30,87,52
France,Corsica,Unknown,1901,6,468,16299,47,16,54
France,Provence,Unknown,1901,7,393,97662,31,10,6
China,Yunnan,Climate Change,1901,5,416,72625,47,66,51
China,Sichuan,Climate Change,1901,5,23,86841,16,51,40
India,Madhya Pradesh,Unknown,1901,8,293,46320,21,83,15
India,Assam,Climate Change,1901,7,132,23031,38,86,64
Turkey,Mugla,Lightning,1902,6,365,94876,43,78,18
Turkey,Antalya,Unknown,1902,6,10,95656,19,86,42
Turkey,Izmir,Unknown,1902,5,223,87828,21,7,11
Spain,Catalonia,Lightning,1902,6,349,79750,38,78,39
Spain,Andalusia,Deforestation,1902,10,158,97818,43,24,42
USA,California,Deforestation,1902,10,152,64719,34,70,31
USA,Texas,Deforestation,1902,9,294,81830,24,77,49
USA,Oregon,Deforestation,1902,10,237,37063,16,33,69
Brazil,Amazonas,Human,1902,5,87,42237,24,57,60
Brazil,Mato Grosso,Unknown,1902,10,439,99675,48,34,26
Greece,Athens,Human,1902,9,288,63012,18,11,50
Greece,Crete,Human,1902,5,168,65718,24,40,47
Australia,New South Wales,Human,1902,6,420,24451,24,31,55
Australia,Victoria,Deforestation,1902,6,423,51031,35,29,29
Portugal,Lisbon,Human,1902,8,97,2526,41,30,20
Portugal,Porto,Human,1902,8,277,4238,34,44,40
Italy,Sicily,Unknown,1902,5,249,1234,47,73,44
Italy,Sardinia,Climate Change,1902,6,300,10542,17,66,59
Russia,Siberia,Lightning,1902,5,335,67187,44,52,11
Russia,Far East,Deforestation,1902,6,42,60130,27,50,4
Canada,British Columbia,Deforestation,1902,6,362,97188,22,55,7
Canada,Alberta,Human,1902,7,349,82314,42,58,38
France,Corsica,Deforestation,1902,5,342,12955,35,6,62
France,Provence,Unknown,1902,6,367,63710,29,22,64
China,Yunnan,Climate Change,1902,10,143,7452,18,90,8
China,Sichuan,Unknown,1902,9,367,29593,42,83,2
India,Madhya Pradesh,Lightning,1902,7,466,76809,15,42,30
India,Assam,Lightning,1902,9,206,18552,21,71,48
Turkey,Mugla,Unknown,1903,8,87,82822,19,5,69
Turkey,Antalya,Lightning,1903,8,448,35198,37,29,22
Turkey,Izmir,Unknown,1903,9,323,26589,38,29,56
Spain,Catalonia,Unknown,1903,10,36,48616,30,89,62
Spain,Andalusia,Deforestation,1903,5,10,59600,36,45,6
USA,California,Unknown,1903,6,91,76340,37,84,68
USA,Texas,Human,1903,10,317,27618,43,41,14
USA,Oregon,Climate Change,1903,10,376,62034,31,89,67
Brazil,Amazonas,Lightning,1903,9,138,15055,44,26,34
Brazil,Mato Grosso,Deforestation,1903,10,213,70369,46,46,11
Greece,Athens,Lightning,1903,8,119,44039,23,32,12
Greece,Crete,Deforestation,1903,10,171,69266,29,32,25
Australia,New South Wales,Human,1903,7,141,15634,47,23,68
Australia,Victoria,Climate Change,1903,6,428,8740,48,17,2
Portugal,Lisbon,Climate Change,1903,6,97,12307,43,43,27
Portugal,Porto,Lightning,1903,5,75,58792,17,11,59
Italy,Sicily,Human,1903,5,107,91032,31,47,26
Italy,Sardinia,Climate Change,1903,7,257,32230,46,30,17
Russia,Siberia,Human,1903,5,314,42156,43,90,42
Russia,Far East,Human,1903,7,368,44054,21,82,30
Canada,British Columbia,Deforestation,1903,7,151,94736,25,57,47
Canada,Alberta,Lightning,1903,10,61,42315,16,12,23
France,Corsica,Human,1903,10,208,93010,29,61,50
France,Provence,Climate Change,1903,9,86,48037,29,24,65
China,Yunnan,Climate Change,1903,9,127,91981,17,87,4
China,Sichuan,Deforestation,1903,10,210,22435,18,64,31
India,Madhya Pradesh,Human,1903,7,390,9377,23,35,62
India,Assam,Human,1903,5,424,21739,46,62,65
Turkey,Mugla,Unknown,1904,8,33,86698,23,10,30
Turkey,Antalya,Deforestation,1904,6,405,93683,35,68,37
Turkey,Izmir,Lightning,1904,6,489,87896,26,46,62
Spain,Catalonia,Deforestation,1904,9,271,32921,16,80,11
Spain,Andalusia,Human,1904,8,399,21939,40,6,51
USA,California,Lightning,1904,8,375,99261,46,66,39
USA,Texas,Deforestation,1904,5,243,53542,44,65,2
USA,Oregon,Unknown,1904,10,177,88131,35,17,28
Brazil,Amazonas,Lightning,1904,8,395,73593,29,83,5
Brazil,Mato Grosso,Lightning,1904,10,476,26039,34,80,34
Greece,Athens,Climate Change,1904,8,396,90980,36,74,22
Greece,Crete,Lightning,1904,7,83,19359,20,93,57
Australia,New South Wales,Climate Change,1904,10,191,44635,21,81,19
Australia,Victoria,Human,1904,6,268,68014,41,24,13
Portugal,Lisbon,Deforestation,1904,7,449,64386,46,65,68
Portugal,Porto,Climate Change,1904,9,351,46854,27,39,60
Italy,Sicily,Unknown,1904,9,442,79918,49,90,39
Italy,Sardinia,Unknown,1904,10,412,52756,46,59,59
Russia,Siberia,Climate Change,1904,7,7,46387,35,14,26
Russia,Far East,Deforestation,1904,8,65,71296,16,78,62
Canada,British Columbia,Deforestation,1904,7,157,84278,48,59,29
Canada,Alberta,Deforestation,1904,9,195,70632,35,16,51
France,Corsica,Lightning,1904,8,250,5332,34,42,26
France,Provence,Deforestation,1904,10,207,53635,32,31,56
China,Yunnan,Deforestation,1904,10,214,72667,35,48,6
China,Sichuan,Human,1904,5,63,97890,24,26,66
India,Madhya Pradesh,Unknown,1904,8,197,18162,36,90,48
India,Assam,Lightning,1904,5,97,59921,34,54,34
Turkey,Mugla,Unknown,1905,7,47,86895,44,42,4
Turkey,Antalya,Climate Change,1905,8,188,57533,27,70,38
Turkey,Izmir,Lightning,1905,5,234,53127,25,76,41
Spain,Catalonia,Climate Change,1905,7,154,15095,40,34,56
Spain,Andalusia,Climate Change,1905,10,322,22350,41,57,36
USA,California,Lightning,1905,7,216,42888,31,61,9
USA,Texas,Unknown,1905,9,226,31185,26,53,18
USA,Oregon,Deforestation,1905,6,354,91136,25,54,59
Brazil,Amazonas,Lightning,1905,6,255,92535,38,14,33
Brazil,Mato Grosso,Deforestation,1905,8,275,19639,22,44,57
Greece,Athens,Climate Change,1905,7,114,25579,44,60,61
Greece,Crete,Unknown,1905,6,43,15508,27,40,27
Australia,New South Wales,Lightning,1905,10,8,44354,38,91,23
Australia,Victoria,Deforestation,1905,6,35,89562,42,50,63
Portugal,Lisbon,Lightning,1905,9,196,45641,38,48,61
Portugal,Porto,Lightning,1905,10,347,19620,48,13,23
Italy,Sicily,Lightning,1905,9,93,33555,26,44,18
Italy,Sardinia,Climate Change,1905,6,275,38962,31,36,10
Russia,Siberia,Climate Change,1905,8,222,28478,32,81,64
Russia,Far East,Unknown,1905,8,432,17718,21,52,19
Canada,British Columbia,Climate Change,1905,8,191,35403,31,10,61
Canada,Alberta,Unknown,1905,6,274,1730,22,29,33
France,Corsica,Unknown,1905,7,490,3362,44,71,29
France,Provence,Lightning,1905,7,241,7001,30,26,39
China,Yunnan,Deforestation,1905,10,189,25905,24,7,60
China,Sichuan,Climate Change,1905,8,181,9118,19,66,53
India,Madhya Pradesh,Climate Change,1905,5,131,63500,34,26,5
India,Assam,Lightning,1905,9,49,10978,34,81,55
Turkey,Mugla,Climate Change,1906,8,485,69604,31,28,59
Turkey,Antalya,Deforestation,1906,6,223,86224,40,63,14
Turkey,Izmir,Climate Change,1906,9,160,71228,30,6,18
Spain,Catalonia,Lightning,1906,10,363,94320,43,86,14
Spain,Andalusia,Climate Change,1906,7,473,64193,31,44,16
USA,California,Unknown,1906,5,184,78488,44,37,58
USA,Texas,Human,1906,8,141,34585,49,79,10
USA,Oregon,Human,1906,8,485,19792,22,76,28
Brazil,Amazonas,Deforestation,1906,10,272,91556,25,47,18
Brazil,Mato Grosso,Climate Change,1906,5,420,75576,37,60,7
Greece,Athens,Climate Change,1906,10,438,90120,22,53,12
Greece,Crete,Lightning,1906,5,153,23766,33,32,18
Australia,New South Wales,Unknown,1906,10,151,80155,16,42,38
Australia,Victoria,Lightning,1906,7,248,97959,27,56,59
Portugal,Lisbon,Unknown,1906,5,109,99655,33,62,57
Portugal,Porto,Lightning,1906,7,288,5092,32,52,41
Italy,Sicily,Lightning,1906,5,451,55855,18,42,28
Italy,Sardinia,Unknown,1906,5,371,44019,45,92,15
Russia,Siberia,Deforestation,1906,9,29,97157,38,77,27
Russia,Far East,Deforestation,1906,8,452,44141,17,28,6
Canada,British Columbia,Human,1906,7,446,19838,29,39,54
Canada,Alberta,Lightning,1906,8,286,79634,37,54,13
France,Corsica,Human,1906,8,91,67866,39,70,31
France,Provence,Human,1906,7,382,28920,34,53,63
China,Yunnan,Climate Change,1906,9,485,46039,29,56,47
China,Sichuan,Human,1906,5,281,74811,19,74,48
India,Madhya Pradesh,Climate Change,1906,8,95,25205,42,90,24
India,Assam,Lightning,1906,7,44,56661,39,56,62
Turkey,Mugla,Climate Change,1907,9,382,60752,43,73,60
Turkey,Antalya,Deforestation,1907,6,453,14111,44,15,40
Turkey,Izmir,Climate Change,1907,6,209,50142,42,77,59
Spain,Catalonia,Lightning,1907,9,188,65106,45,56,2
Spain,Andalusia,Human,1907,10,44,91848,15,67,55
USA,California,Human,1907,6,409,5554,36,42,9
USA,Texas,Climate Change,1907,10,179,60093,31,42,46
USA,Oregon,Climate Change,1907,10,167,72145,29,58,28
Brazil,Amazonas,Climate Change,1907,9,245,2562,49,64,7
Brazil,Mato Grosso,Human,1907,9,474,66042,48,30,48
Greece,Athens,Deforestation,1907,9,478,11895,32,8,18
Greece,Crete,Climate Change,1907,5,18,58929,21,48,16
Australia,New South Wales,Unknown,1907,7,67,24142,49,85,36
Australia,Victoria,Deforestation,1907,7,408,18119,46,52,45
Portugal,Lisbon,Deforestation,1907,9,385,61684,15,36,37
Portugal,Porto,Climate Change,1907,9,458,48029,29,72,41
Italy,Sicily,Unknown,1907,7,212,4927,40,32,67
Italy,Sardinia,Deforestation,1907,7,250,28907,45,77,46
Russia,Siberia,Unknown,1907,6,268,55978,30,34,19
Russia,Far East,Climate Change,1907,6,201,81880,48,47,46
Canada,British Columbia,Lightning,1907,9,354,57321,18,27,7
Canada,Alberta,Lightning,1907,6,150,94066,46,77,7
France,Corsica,Deforestation,1907,7,451,3822,31,8,64
France,Provence,Deforestation,1907,8,341,33676,19,36,36
China,Yunnan,Deforestation,1907,10,197,20535,27,7,10
China,Sichuan,Human,1907,8,80,90810,32,77,24
India,Madhya Pradesh,Climate Change,1907,6,87,16608,37,34,26
India,Assam,Human,1907,8,486,32080,24,82,59
Turkey,Mugla,Human,1908,10,379,6882,39,82,49
Turkey,Antalya,Deforestation,1908,6,270,75974,25,89,22
Turkey,Izmir,Human,1908,10,177,27626,16,80,43
Spain,Catalonia,Deforestation,1908,6,58,60510,30,22,60
Spain,Andalusia,Human,1908,6,148,47465,26,64,5
USA,California,Deforestation,1908,10,134,5022,41,83,8
USA,Texas,Unknown,1908,10,67,23627,26,17,44
USA,Oregon,Human,1908,5,67,61792,35,12,37
Brazil,Amazonas,Unknown,1908,8,122,92096,44,27,17
Brazil,Mato Grosso,Climate Change,1908,10,462,66730,43,71,16
Greece,Athens,Unknown,1908,8,435,12305,33,81,22
Greece,Crete,Unknown,1908,9,31,23962,43,24,26
Australia,New South Wales,Lightning,1908,10,323,91399,36,20,19
Australia,Victoria,Climate Change,1908,9,442,20423,33,91,35
Portugal,Lisbon,Climate Change,1908,9,431,83929,36,56,53
Portugal,Porto,Deforestation,1908,8,333,57162,33,42,58
Italy,Sicily,Unknown,1908,8,13,83331,32,9,21
Italy,Sardinia,Lightning,1908,10,79,3848,18,48,35
Russia,Siberia,Lightning,1908,9,302,39660,45,11,69
Russia,Far East,Human,1908,7,494,78086,35,65,32
Canada,British Columbia,Lightning,1908,7,99,387,24,6,67
Canada,Alberta,Climate Change,1908,8,476,98164,45,92,2
France,Corsica,Lightning,1908,7,379,26727,26,85,66
France,Provence,Lightning,1908,8,185,56013,38,8,20
China,Yunnan,Deforestation,1908,6,463,41877,25,71,13
China,Sichuan,Human,1908,7,494,84862,16,53,17
India,Madhya Pradesh,Unknown,1908,6,320,15129,42,29,11
India,Assam,Human,1908,8,302,33883,30,26,58
Turkey,Mugla,Deforestation,1909,8,246,59854,30,38,33
Turkey,Antalya,Human,1909,6,93,5643,26,94,11
Turkey,Izmir,Unknown,1909,5,230,22291,16,69,52
Spain,Catalonia,Deforestation,1909,8,168,63577,16,35,58
Spain,Andalusia,Unknown,1909,10,198,7552,42,88,25
USA,California,Climate Change,1909,9,398,19153,32,92,15
USA,Texas,Unknown,1909,6,132,10653,36,74,37
USA,Oregon,Climate Change,1909,9,424,7289,39,37,46
Brazil,Amazonas,Deforestation,1909,8,152,7797,37,20,60
Brazil,Mato Grosso,Deforestation,1909,9,456,76536,28,82,13
Greece,Athens,Climate Change,1909,5,497,57018,21,50,33
Greece,Crete,Unknown,1909,8,405,25356,48,9,28
Australia,New South Wales,Deforestation,1909,8,347,56163,28,83,44
Australia,Victoria,Deforestation,1909,5,249,40322,31,87,55
Portugal,Lisbon,Climate Change,1909,10,475,66571,34,39,6
Portugal,Porto,Human,1909,5,289,16809,45,26,67
Italy,Sicily,Human,1909,9,329,84798,22,5,45
Italy,Sardinia,Deforestation,1909,7,427,4178,43,58,17
Russia,Siberia,Deforestation,1909,7,24,50833,15,62,54
Russia,Far East,Climate Change,1909,5,341,95013,34,74,9
Canada,British Columbia,Human,1909,9,116,3094,17,64,36
Canada,Alberta,Unknown,1909,9,479,7471,34,77,40
France,Corsica,Deforestation,1909,8,247,86105,41,49,44
France,Provence,Unknown,1909,9,401,52764,36,47,43
China,Yunnan,Lightning,1909,6,244,23254,37,47,29
China,Sichuan,Deforestation,1909,5,24,64027,26,83,56
India,Madhya Pradesh,Lightning,1909,10,271,76541,41,15,39
India,Assam,Unknown,1909,6,431,42531,42,69,60
Turkey,Mugla,Deforestation,1910,8,378,83986,18,29,13
Turkey,Antalya,Unknown,1910,6,362,30673,38,84,14
Turkey,Izmir,Human,1910,5,385,86233,18,79,50
Spain,Catalonia,Unknown,1910,10,126,76398,37,49,24
Spain,Andalusia,Human,1910,6,32,82766,40,29,55
USA,California,Unknown,1910,9,471,7108,28,82,36
USA,Texas,Deforestation,1910,10,352,33140,30,34,46
USA,Oregon,Lightning,1910,10,221,1046,37,93,8
Brazil,Amazonas,Human,1910,10,341,28469,24,14,58
Brazil,Mato Grosso,Deforestation,1910,9,310,13129,47,5,54
Greece,Athens,Human,1910,8,422,1639,18,47,5
Greece,Crete,Lightning,1910,5,75,64065,23,65,36
Australia,New South Wales,Unknown,1910,9,412,12342,41,36,19
Australia,Victoria,Deforestation,1910,8,417,27251,45,8,38
Portugal,Lisbon,Lightning,1910,5,43,5137,18,34,31
Portugal,Porto,Unknown,1910,10,207,72047,32,94,54
Italy,Sicily,Lightning,1910,9,261,43490,40,91,7
Italy,Sardinia,Deforestation,1910,10,48,10027,32,34,43
Russia,Siberia,Unknown,1910,5,462,56648,44,31,40
Russia,Far East,Unknown,1910,5,250,49656,43,37,63
Canada,British Columbia,Climate Change,1910,9,275,22295,32,7,8
Canada,Alberta,Climate Change,1910,7,214,26447,47,63,12
France,Corsica,Unknown,1910,8,383,78645,48,92,23
France,Provence,Lightning,1910,6,176,61922,39,61,56
China,Yunnan,Unknown,1910,7,148,88002,46,55,50
China,Sichuan,Climate Change,1910,5,446,72195,37,73,43
India,Madhya Pradesh,Lightning,1910,9,484,77342,29,75,30
India,Assam,Deforestation,1910,7,371,71142,24,33,36
Turkey,Mugla,Climate Change,1911,10,400,36233,43,23,68
Turkey,Antalya,Unknown,1911,6,344,37138,35,71,46
Turkey,Izmir,Human,1911,9,199,52819,28,81,16
Spain,Catalonia,Human,1911,10,230,19980,15,14,57
Spain,Andalusia,Unknown,1911,5,477,33173,39,85,61
USA,California,Human,1911,6,498,30163,37,47,7
USA,Texas,Lightning,1911,9,431,27772,27,47,29
USA,Oregon,Human,1911,6,319,28191,42,55,57
Brazil,Amazonas,Human,1911,7,164,86226,46,88,69
Brazil,Mato Grosso,Deforestation,1911,10,253,21573,40,12,7
Greece,Athens,Climate Change,1911,10,433,68976,39,24,67
Greece,Crete,Unknown,1911,6,305,97749,27,59,20
Australia,New South Wales,Lightning,1911,7,491,38296,28,49,45
Australia,Victoria,Deforestation,1911,5,197,21142,36,27,57
Portugal,Lisbon,Unknown,1911,10,279,55471,42,64,60
Portugal,Porto,Deforestation,1911,5,407,13951,40,44,39
Italy,Sicily,Unknown,1911,9,130,83386,36,20,29
Italy,Sardinia,Unknown,1911,7,448,8976,36,89,27
Russia,Siberia,Deforestation,1911,9,413,10404,37,47,24
Russia,Far East,Lightning,1911,10,81,590,37,83,22
Canada,British Columbia,Deforestation,1911,5,107,21498,32,92,48
Canada,Alberta,Lightning,1911,7,174,21738,34,10,10
France,Corsica,Climate Change,1911,9,113,81820,40,44,46
France,Provence,Unknown,1911,9,181,14778,42,21,29
China,Yunnan,Lightning,1911,5,454,30332,20,79,39
China,Sichuan,Lightning,1911,10,433,83697,17,28,20
